rating,review,,,,,,,,,
5,it was an 3rd class shake they cheat us mixed papaya also in mango,,,,,,,,,
5,I have been said that refund of rs 108 will be snt to my ACC bt it hasn't been senylt yet,,,,,,,,,
5,good,,,,,,,,,
5,very tasty,,,,,,,,,
4,Good,,,,,,,,,
5,good in quantity,,,,,,,,,
1,good,,,,,,,,,
5,best competitor of bismillah,,,,,,,,,
5,I didn't got my parcel,,,,,,,,,
4,wow so awsam,,,,,,,,,
1,best non vegetarian food i ever had in surat. i just love PSTN♥️. I dine there mostly 2 3 times a week♥️,,,,,,,,,
5,testi  food,,,,,,,,,
5,taste was not good,,,,,,,,,
4,food items not making my instructions. very spicy,,,,,,,,,
5,please refund the money. The taste is with sugar .chaap is without sugar content,,,,,,,,,
1,it was very chewy and horrible,,,,,,,,,
5,So much sweet and less cocked,,,,,,,,,
1,not properly cooked,,,,,,,,,
1,The chicken and the accompaniments were completely stale. The butter chicken was the worst I have ever had.,,,,,,,,,
2,"Tandoori chicken in not good quality. Restaurant sent bad piece,this i exepriance 2 time. Quality of good is not good.some smell is come out of food",,,,,,,,,
5,QUANTITY IS QUITE LOW COMPARED TO PRICE,,,,,,,,,
5,"The taste was worst, biryani is not yet all good. ",,,,,,,,,
1,"never eat this, its ginger ki sabji",,,,,,,,,
2,Excellent food. Highly recommended,,,,,,,,,
1,Only 3 piece,,,,,,,,,
3,No,,,,,,,,,
1,not nice,,,,,,,,,
1,"I ordered a chicken leg, and got a cold chicken leg &amp; the test was extremely bad 😞, I never suggest this restaurant. Waste of money &amp; waste of my good mood 😤",,,,,,,,,
5,Overall okay in taste.,,,,,,,,,
1,I ordered paneer butter masala n reveives palak paneer,,,,,,,,,
1,poor quantity,,,,,,,,,
4,chor restaurant 254 me chori Kiya hai,,,,,,,,,
5,worst everr biriyani... <br/><br/>top of that ordered with bone and got boneless...<br/><br/>give a skip to this place if you want good food...,,,,,,,,,
5,i ordered angara chicken with bone what they shown in photo but they sent a diffrent dish which was not angara chicken and it was bonless dish which i received so really bad experience with this restaurant,,,,,,,,,
1,All items are cheap<br/>Not deserve too much rate,,,,,,,,,
1,very costly chicken,,,,,,,,,
2,only 1 butter kulcha delivered insted of 3,,,,,,,,,
4,worst biriyani I have ever had,,,,,,,,,
1,very spicy n very less in quantity.,,,,,,,,,
1,tasteless,,,,,,,,,
5,good foods,,,,,,,,,
1,FOOD WAS NOT HOT,,,,,,,,,
4,"packaging not proper, 2 container were open and entire bag was messed up with dal",,,,,,,,,
1,Not good,,,,,,,,,
1,good and tastey meal,,,,,,,,,
1,Excellent...,,,,,,,,,
4,"The service was good but the taste of all items, especially the vegetables, was bland and could be better. ",,,,,,,,,
5,thank you,,,,,,,,,
1,excellent,,,,,,,,,
5,"<span class=""sc-hAcydR bCImyV"">I did order a Thali from Kansas food was good but zomato driver experience was worst in life. I did order the food on right address but some how it was showing 2 address on zomato driver end, so he call me and spoke with me possibly the worst way a human can speak with other, so I said him if you have this many problems then do not deliver but talk with me with some respect and i hung up the call so then I got a call from zomato that he will deliver and he did but the damage was done by driver. If you do not love your job then please quite and why zomato is hiring such drivers who do not have sense to talk with there customers. My rating is 0 star to zomato and this was my first order...</span><span class=""sc-kbdWBx jsqbBm"">read more</span>",,,,,,,,,
5,good,,,,,,,,,
5,delicious food,,,,,,,,,
1,dealyd,,,,,,,,,
4,"Rotis were partially uncooked, subzi had too much oil, it was floating on Valor subzi.",,,,,,,,,
5,dishes and spoon not available in parcel,,,,,,,,,
5,Not so great. No option for Tika dal. we have received sweet dal which is difficult to consume and wasted. Aloo sabji gravy is under cooked with over boiled potatoes.,,,,,,,,,
1,not good test. west off mony,,,,,,,,,
4,Normal,,,,,,,,,
5,Little spicy.. But overall very good.. Feels like home food,,,,,,,,,
1,good service and delevery boy,,,,,,,,,
5,please change your cooking style,,,,,,,,,
1,ordered jain food but received regular,,,,,,,,,
3,horrible food,,,,,,,,,
2,overall food was very good yet Chapati need to be improved 😊❤️ Rest everything was so good,,,,,,,,,
1,all sabji containers are leaked. need to improve container,,,,,,,,,
2,"packing me aap  ka  fevicol  joro  se chipak jata  hai , ukhadta  nahi  hai,  kuchh  karo,  lite  gum  lagao.",,,,,,,,,
3,"khane  ke baad,  butter  milk  hota  to achha  raheta ",,,,,,,,,
1,the packing is so bad tat I can't open it how to eat food,,,,,,,,,
1,દાળ ખૂબ ઓછી હતી,,,,,,,,,
5,very less tasty gujarati food,,,,,,,,,
5,first class,,,,,,,,,
1,given option for veg and paneer sabji ...,,,,,,,,,
1,buttermilk  is not included in thali?,,,,,,,,,
4,Missing sweet,,,,,,,,,
5,na,,,,,,,,,
2,superb taste...value for money.,,,,,,,,,
5,Despite of instructions shared well in advance restaurant ignored and instead sent more pathetic packing and food was all slipped plus 50% of the portion was oil. Also there was no difference in lunch and dinner contents and was absolutely the same. Paneer veg contained 50% of oil and potato-pea veg was absolutely same in lunch as well as in dinner which means food was cooked in the morning itself. I trusted Kansar due to taste and quality but this time I had been let down by them,,,,,,,,,
5,besat,,,,,,,,,
1,goood,,,,,,,,,
3,Superb Food...Value for money...,,,,,,,,,
1,"ROTI QUANTITY AND QUALITY NOT PROPER.<br/>RECEIVED LESS ROTI, AS PER APP.",,,,,,,,,
4,waste of money<br/>packing was worst didnt open...,,,,,,,,,
5,nice,,,,,,,,,
5,Too cold food,,,,,,,,,
5,2 roti kum thi <br/>8 order ki thi <br/>6 hi aayi<br/>,,,,,,,,,
2,good food delivery,,,,,,,,,
5,"Totally waste of money . <br/>Did I pay for cold food ?? You guys even don’t attend the call after delivering cold food .  I think food was packed Atlest 1 hour or may be 1:30hour when I ordered. <br/>Feeling cheated <br/><br/>Now don’t blaim on delivery guy, he was quick, check with your team .    Will never order again",,,,,,,,,
4,food is 1:15 min let,,,,,,,,,
4,quality and quantity both are very poor.... i m giving to 0 stra.... vest of money,,,,,,,,,
5,perfect thali thnx sainath &amp,swiggy,,,,,,,,
5,nice sarvice &amp,test tnx zometo,,,,,,,,
1,nice,,,,,,,,,
5,worst quantity very less,,,,,,,,,
1,taste was very bad and order preparing for food too late,,,,,,,,,
1,taste is good food nice taste should improve lot average not happy with food,,,,,,,,,
1,"very less quantity, already small boxes for sabji and still its half filled ",,,,,,,,,
4,very poor quality very bed Dish,,,,,,,,,
5,"There was,very spicy no salt in pulav and the pulav had very less paneer rather if we can remove 4 or 5 very small pieces of paneer we can say that pulav was veg pulav. very bad experience ",,,,,,,,,
1,Never buying again according quantity,,,,,,,,,
1,ok,,,,,,,,,
1,Not recommended,,,,,,,,,
3,mene 2 dish Oder ki thi alag alag restaurant se lekin dono hi dish same restaurant se aayi hai or same taste or same packaging hai... aap log customer ko bevakuf banate ho kya.,,,,,,,,,
1,we don't received our extra chapati while we have paid for it what is this??? how careless you people are,,,,,,,,,
2,Bater milk<br/>,,,,,,,,,
1,good taste,,,,,,,,,
3,nice food and Fast Delivery...<br/>,,,,,,,,,
1,all good,,,,,,,,,
4,no pic of panner in panner sabji.,,,,,,,,,
1,Bad taste,,,,,,,,,
5,gulab jamun spoiled.very bad,,,,,,,,,
2,very nice,,,,,,,,,
3,nice,,,,,,,,,
3,taste is good,,,,,,,,,
5,bed qualify food,,,,,,,,,
5,will not buy next time.,,,,,,,,,
1,totally paisa waste of money...very disappointed..no taste no quantity...,,,,,,,,,
1,very best quality of food 💯,,,,,,,,,
5,very nice,,,,,,,,,
1,It takes more time to cook,,,,,,,,,
5,good,,,,,,,,,
3,Thanks for the food...,,,,,,,,,
1,not got completed my order<br/>very poor quality,,,,,,,,,
1,Doosa soft nahi tha khakhra Jaisa tha,,,,,,,,,
5,I ordered one sada dosa with one mysore which I didn’t received,,,,,,,,,
5,"Delightful, Delicious, healthy <br/>There is full of healthy packing not tempred and on time delivery thank you ",,,,,,,,,
4,It was the worst food ever i had to throw it away it was unable to eat at all,,,,,,,,,
5,they sent us the readymade dhosa from some farsaan Mart not the cooked dhosa and the Surma sabji is way less i ordered 2.,,,,,,,,,
3,my Vadapav contain hair which is very disappointing. not expected from your good brand.,,,,,,,,,
5,Worst food ever. Veg cheese grill sandwich was having some bad smell <br/>I’ve had mumbai grill’s food before but this time the food was super bad,,,,,,,,,
1,instructions not taken in to consideration sent too spicy food,,,,,,,,,
5,Wrong order,,,,,,,,,
5,tasty,,,,,,,,,
1,sandwich ka taste sahi nahi hai<br/>or Thandi ho gayi hai,,,,,,,,,
3,Test and packaging not very good,,,,,,,,,
5,Taste was not good,,,,,,,,,
3,Very bad behaviour and delivery,,,,,,,,,
2,"sandwich ma bov badhi marchi nakhi hati, bov tikhi banavi hati....<br/>bilkul maja na avi....<br/>pesa barbaad....",,,,,,,,,
1,all food tasted stale.quality becoming bad,,,,,,,,,
1,thanks,,,,,,,,,
1,"wrong item you have given ,it is Mexican footlong ",,,,,,,,,
2,"delicious food, always Super taste Mumbai Grill ",,,,,,,,,
1,POOR PACKAGING! 2 SEPERATE ORDERS WERE TOSSING ON EACH OTHER IN THE SAME PACKET.,,,,,,,,,
1,it had incorporated the taste n smell of the box,,,,,,,,,
3,one piece was missing.. i order everytime so i knw they send 7 pieces.. this time 1 was missing,,,,,,,,,
1,applied lot of chutney rather give seperately.,,,,,,,,,
1,amezing test,,,,,,,,,
1,the food was the best.,,,,,,,,,
1,fantastic service.,,,,,,,,,
5,Horrible Horrible Horrible <br/>Bread was not fresh.. it was so spicy and no other taste.. waste of money please don’t buy from them unless they learn to deliver fresh food for the price they are charging us,,,,,,,,,
3,Poor delivery,,,,,,,,,
4,I hve ordered 5 vada pav . 3 were good but 2 were  stale and not fresh .,,,,,,,,,
2,v good,,,,,,,,,
1,packing bad,,,,,,,,,
1,Worst Experience with Zomato,,,,,,,,,
4,worst sandwich ever... never going to order from this outlet again,,,,,,,,,
5,Ill need refund,,,,,,,,,
5,no,,,,,,,,,
5,Not received in hot condition as expected because of packing was not proper.,,,,,,,,,
2,bad taste,,,,,,,,,
4,not good,,,,,,,,,
4,well its was more of soggy wrap <br/>if possible add baked option what if it enhances the taste of it.!!,,,,,,,,,
1,"u al r fraud tumhara zomato ka delivery boy mujge gali deke mera khana wapas leke gya h aur mere pese b deduct ho gye h ,i want my money bck",,,,,,,,,
5,very bed experience never buy again,,,,,,,,,
3,it was bad,,,,,,,,,
1,quantity is so low,,,,,,,,,
2,Missing items,,,,,,,,,
2,food was delicious as usual.,,,,,,,,,
3,late delivery by hotel,,,,,,,,,
1,packing of roll was loose  pls check and correct it.,,,,,,,,,
3,Bever gonaa order again.,,,,,,,,,
1,Restaurant took too much time for handover the food to deliver partner. The restaurant just waste my and delivery boy time as well. Not satisfied with the restaurant,,,,,,,,,
1,"It was just awesome after very long time, I had eaten and got some good food from thanks Fasos.",,,,,,,,,
1,This very bad meal I ever eat<br/>And countaty is half bowl I think on jumbo bowl order very bad..,,,,,,,,,
2,the delivery boy couldn't locate the place and we struggled for about 8 minutes to reach him and get the packet from him.,,,,,,,,,
4,taste okay,,,,,,,,,
3,Worst service my food is not hot,,,,,,,,,
1,Seems like potato wedgies packet was open,,,,,,,,,
5,not good in test &amp,suasu are too less in quantity all roll are very dry,,,,,,,,
1,no taste at all.. 1.5 pcs of paneer in rich bowl.. liquid flowing out of wrap..,,,,,,,,,
5,totally bakwas taste will never re order,,,,,,,,,
5,"Had very bad experience with restaurants, food item missing then quality of the food looks dam horrible",,,,,,,,,
1,delivery is too much late.,,,,,,,,,
4,Excellent,,,,,,,,,
5,good,,,,,,,,,
2,Just 1 word : AWESOME!!!,,,,,,,,,
2,not follow my instructions,,,,,,,,,
1,very very lazy service.<br/>did late to prepare order as I was in continuous touch with Delivery guy according to him restaurant did late in delivering,,,,,,,,,
1,"nice, Ful filling, tasty 😋 and nice handling.. loved it ",,,,,,,,,
2,too sweet,,,,,,,,,
5,Nice but very spicy,,,,,,,,,
1,yummy 😋😋😋😋😋😋😋,,,,,,,,,
5,no tests at all...,,,,,,,,,
5,Not good teste,,,,,,,,,
1,Taste is not good also they added lots of capsicum in hydrabadi biryani...so dont order those who love hydrabadi biryani...,,,,,,,,,
1,onion ni salad bola tha fir bhi diya nahi,,,,,,,,,
1,good,,,,,,,,,
4,good,,,,,,,,,
5,bed quality of kulcha,,,,,,,,,
5,only 4 small pieces of paneer,,,,,,,,,
4,paneer quantity was very less. roti or naan are same made of maida. Only difference is butter or without butter.,,,,,,,,,
5,best test ever,,,,,,,,,
1,the delivery made by delivery boy was really amazing.... I'd really like to appreciate his service....grade him thanks and regards ☺️😇,,,,,,,,,
1,supar,,,,,,,,,
1,na,,,,,,,,,
2,good,,,,,,,,,
4,only garlic in dal very spicy.,,,,,,,,,
4,My Suggestion Is Owner Has To Taste Food. Taste Is Horrible. In Paneer Butter Masala 4 Small Piece Paneer Another All Gravy. Kaju Curry Same As P.Butter Masala. I Put Food In Dustbin.,,,,,,,,,
2,good person,,,,,,,,,
1,good food,,,,,,,,,
2,test is  good but cheese cube not a gravy,,,,,,,,,
5,happy for rider,,,,,,,,,
5,some items are having same taste,,,,,,,,,
1,less quantity and poor test..,,,,,,,,,
3,Super fast delivery and great service,,,,,,,,,
1,worst,,,,,,,,,
1,hydrad Biryani.... colity not good,,,,,,,,,
5,2nd time experience<br/>order veg biryani<br/> coment me likha tha veg biryani kothmari and capcicum mat dalna muje 2nd time Jain biryani aaya hai staff ko thoda padhne boliye pls,,,,,,,,,
5,Nice delivery boy and super fast delivery😍😍😍,,,,,,,,,
5,order was spilled.,,,,,,,,,
4,excellent food,,,,,,,,,
5,we feel cheat as wrote less spiecy while kaju kurry more spiecy and one kulcha missing in the order,,,,,,,,,
4,cost somewhat high,,,,,,,,,
1,good quality and time punctual service,,,,,,,,,
3,So less paneer,,,,,,,,,
1,i ordered cheese butter masala there were no cheese pcsin it. only two pcs were there.,,,,,,,,,
3,dal free me taste he nai tha jeera rice me rice poper nai thae,,,,,,,,,
5,The amount for whole order has been deducted from the account and they didn’t send the Pepsi.<br/>It costs INR 57 and neither Zomato nor Tacobell has a courtesy to do the needful instead telling to send the bottle in 27 minutes so imagine what would be the condition of the food especially tacos.<br/>Crunchy tacos turned into cornflakes tacos.<br/>Very very bad service .,,,,,,,,,
4,what a disappointment,,,,,,,,,
4,Very good,,,,,,,,,
4,worst all products,,,,,,,,,
5,didn’t give cold drink which was included in the meal,,,,,,,,,
4,The non veg is not good. They don’t put enough chicken,,,,,,,,,
1,"The size of the burrito has been reduced drastically, also there was very minimal filling inside it was like I'm having just meda roti ",,,,,,,,,
4,It was great and spice sauce given.,,,,,,,,,
3,"No delivery instructions were followed, taste just degraded. Crunch taco was already broken into pieces and very minimal amount of beans",,,,,,,,,
3,Didn’t get as expected,,,,,,,,,
1,ek dum bakwas tha wast of money,,,,,,,,,
1,food is not tasty agains price,,,,,,,,,
3,missed to add cheese in cheese fries,,,,,,,,,
1,dilevery issue,,,,,,,,,
2,sir I did not got another mexi wrap,,,,,,,,,
1,Package is not sealed,,,,,,,,,
1,Worst food,,,,,,,,,
1,The food was not at all hot,,,,,,,,,
5,test is not good 😏,,,,,,,,,
3,again my order was palced and still the samee my pepsi was spilt....what is this man?,,,,,,,,,
1,My pepsi was already wasted like u can see in the pic....i cant even open it ....i will have to throw it only now and that's so wste of my money and time.....pls take some action,,,,,,,,,
1,Worst packing,,,,,,,,,
1,burriot not as per standards,,,,,,,,,
2,food is too cold otherwise it is tasty,,,,,,,,,
1,test is  bad...,,,,,,,,,
1,not added orange sachet,,,,,,,,,
5,"disappointed to try this food , considering high reputation this restaurant chain has , <br/><br/>taste was not good at all , quality was not good too , <br/><br/>they are using simple packaging , taking very high charge ,<br/><br/>not good at all.",,,,,,,,,
1,Restaurant missed dip delivery,,,,,,,,,
1,For a restaurant that charges 35 INR for packaging and still delivers one of the worst packaging I've ever seen. Chalupa was just wrapped in paper and all the stuffing fell out into the caary bag.,,,,,,,,,
1,didnt follow instructions,,,,,,,,,
3,Pepsi is missing in delivery,,,,,,,,,
2,horrible .,,,,,,,,,
1,very good,,,,,,,,,
2,very good,,,,,,,,,
1,but there was no perfect packaging,,,,,,,,,
1,please improvise the taste and the quantity in the combo,,,,,,,,,
3,very bad test,,,,,,,,,
3,Please do not waste money <br/>The worst butter chicken had only 2 pieces of chicken and did not taste anything like a butter chicken<br/>Kurkure chicken was not fried properly and the chicken was hard and flavourless<br/>Also the food was delivered extremely late worst ever,,,,,,,,,
