rating,review
5,"5 star rating is for awesome food available at affordable rates, staff is also very good and friendly. It is a regular spot for me and my friend, we visit her every once in a week since 3 months."
5,It's a really good place for having drinks and food at low and reasonable price...the food is really tasty and the staff is really supporting. Good place for a quick drink.
1,They served boondi raita it was bakwas they don’t know how to cook service is very goog
5,"It is good place to drink a beer with chakana.
Best thing about this bar is people are so good and eateries items will never disappoint you.

Best to celebrate with friends in weekends."
4,"Amazing food and quick service, new variety of dishes in all sort of food verticals. Only thing is mahor disadvantage that is it’s too small place and if you have big group of 10-12 people, you need to have wait for 40-50mins"
4,Have dinner in the month of October 2018. Taste are awesome especially paneer guldasta and moti mahal. Great thing is that it is pure vegetarian. Love to visit again in future.
4,Not that popular restaurant in Ghatkopar. But it's good and worth.
3,"Ambience and location is alright. Service is fine too. But there's nothing great about the food. This place doesn't get over crowded even on weekends, like every other place in Ghatkopar East. So go here if you want a peaceful dine out on weekends without long waiting times and crowds, but not much else."
5,An awesome place from the hustle of the ordinary restaurant.. A quiet place and great ambience. Need to spend quality time with your friends or a family get together then this place is simply wonderful. Also all the food bloggers out there can have some wonderful pictures. Located in the heart of Ghatkopar this is a perfect place for all the vegans and vegetarians.
4,"The shop has good variety of food and other snacks. I'm a regular customer of the outlet. Me and my family visit the outlet quite often and our favourite is ""Falooda""
I highly recommend ""Chocolate falooda""
Try atleast once."
5,"Good variety of sandwiches and juices. Try their combination juices, They are simply delicious."
3,"The shop has good variety of sandwiches & milk shakes. Me and my friends visit this joint very often . Service is fast & prices are pocket friendly. My personal favourite is samosa cheese sandwich, veg grilled sandwich and mango shake."
5,"Fresh juice with a smile in search..?????
Then your search ends here.
I always ask for seasonal fresh and with no sugar... Sunil always ends up giving me the best the season has to offer.
With new paper cup sealing.. Take home is also an easy task...
Would recommend this place to any one and every one"
5,I love their sandwiches. Especially the samosa cheese toast sandwich. They also provide home delivery in nearby areas. Rates are reasonable as well.
3,"Udipi is a decent spot for South Indian cuisine. The dosa was quite good, but the wada could use a bit more crunchiness to elevate the texture. Overall, the dining experience was satisfactory, although there is room for improvement. If you're craving authentic South Indian flavors, this restaurant is worth a visit, but don't expect perfection."
5,The authentic South Indian flavors are simply divine. From the fluffy idlis to the crispy dosas. A must-visit for anyone craving delicious vegetarian food.
5,"This place has been around forever. Now run by two brothers the place serves probably some of the best dosas in town.

The food quality is always consistent. The onion rava sada and sada dosas are to die for.

The ac section is generally closed. The seating is comfortable though.

Expect amazing food, great service in a non pretentious ambience."
5,"If you wish to eat South Indian food this is the best hotel. Good vibes, taste and affordable prices."
1,"Extremely rude owner just asked for an ice cream but we didn't have cash and gpay was allowed just above 250 rs which is fine, but the way he asked us to leave the place as if we were beggers trying to get things for free, it was extremely rude and mean such people should not run a shop who don't even have manners and don't know how to treat their costomers"
5,"Had an amazing experience at Pure Milk & Snacks Centre in Ghatkopar! The place serves some really unique and flavorful vegetarian dishes. We tried the Mango Mastani, which was super refreshing and rich, and the Blue Curaccio Mocktail added a perfect cool twist to the meal. The Paneer Sticks Sizzler was sizzling hot and full of flavor, while the Cheese Balls Cheese Fondue Dosa totally stole the show with its fusion of South Indian and cheesy goodness.

The ambiance is clean and family-friendly, and the service was prompt and courteous. If you’re a fan of cheesy dishes, fusion snacks, or mocktails, this spot is a hidden gem you shouldn’t miss. A perfect place for casual outings with friends or family. Definitely coming back to try more from their menu!"
4,"Cheeseburst lovers can go to this place I found it a little prizy but the taste, serving, atmosphere, everything is all good in case your going to eat dosa please look after the quantity because they only provide 2 pieces with price of 300 to 400 rupees and I will surely recommend their Peri Peri pasta go and try."
